titulo,fonte,quantidade_aparicoes,data,link
Gov.br: reconhecimento facial no app é simplificado,Portal Contabeis,8,19 de mar. de 2024,https://www.contabeis.com.br/noticias/64240/gov-br-reconhecimento-facial-no-app-e-simplificado/
Reconhecimento facial: suspeito de homicídio é preso passeando no calçadão do Centro,TNH1,9,28 de out. de 2025,https://www.tnh1.com.br/noticia/nid/reconhecimento-facial-suspeito-de-homicidio-e-preso-passeando-no-calcadao-do-centro/
Foragido da Justiça desde 2006 é preso após ser flagrado por câmeras de reconhecimento facial em Eunápolis,SulBahiaNews,9,8 de dez. de 2022,https://www.sulbahianews.com.br/foragido-da-justica-desde-2006-e-preso-apos-ser-flagrado-por-cameras-de-reconhecimento-facial-em-eunapolis/
Reconhecimento Facial identifica homicida em estação do metrô de Salvador,Jornal Grande Bahia,9,1 de jun. de 2019,https://jornalgrandebahia.com.br/2019/06/reconhecimento-facial-identifica-homicida-em-estacao-de-metro-de-salvador/
ANPD abre tomada de subsídios sobre biometria e reconhecimento facial,Mobile Time,9,2 de jun. de 2025,https://www.mobiletime.com.br/noticias/02/06/2025/anpd-biometria-tomada/
Amazon quer lei específica para uso do reconhecimento facial,Consumidor Moderno,9,12 de fev. de 2019,https://consumidormoderno.com.br/amazon-lei-uso-reconhecimento-facial/
Estudo Aponta Riscos de Tecnologias de Reconhecimento Facial,Forbes Brasil,9,7 de mai. de 2025,https://forbes.com.br/forbes-tech/2025/05/estudo-aponta-riscos-de-tecnologias-de-reconhecimento-facial/
Algoritmo consegue enganar sistemas de reconhecimento facial,Olhar Digital,9,6 de ago. de 2020,https://olhardigital.com.br/2020/08/06/seguranca/algoritmo-consegue-enganar-sistemas-de-reconhecimento-facial/
Golpe usa manequins para burlar reconhecimento facial; saiba como se proteger,NSC Total,9,4 de ago. de 2023,https://www.nsctotal.com.br/noticias/golpe-usa-manequins-para-burlar-reconhecimento-facial-saiba-como-se-proteger
Câmeras com reconhecimento facial de Maricá auxiliam em prisão de suspeito de homicídio,RC24H,9,10 de out. de 2025,https://rc24h.com.br/cameras-com-reconhecimento-facial-de-marica-auxiliam-em-prisao-de-suspeito-de-homicidio/
Reconhecimento facial: combate à violência nos estádios,Imply,9,24 de jan. de 2024,https://imply.com/pt/reconhecimento-facial-combate-a-violencia-nos-estadios/
Doria veta reconhecimento facial no Metrô de São Paulo,Olhar Digital,9,12 de mar. de 2021,https://olhardigital.com.br/2021/03/12/pro/doria-veta-reconhecimento-facial-no-metro-de-sao-paulo/
Reconhecimento facial é boa estratégia de segurança pública?,A Gazeta,9,20 de fev. de 2022,https://www.agazeta.com.br/um-tema-duas-visoes/reconhecimento-facial-e-boa-estrategia-de-seguranca-publica-0222
TV a serviço da tecnologia do racismo,Diplomatique,9,2 de jun. de 2017,https://diplomatique.org.br/tv-a-servico-da-tecnologia-do-racismo/
Sistemas de vigilância com reconhecimento facial: escrutínio e reação das gigantes de tecnologia,Época Negócios,9,19 de jun. de 2020,https://epocanegocios.globo.com/colunas/IAgora/noticia/2020/06/sistemas-de-vigilancia-com-reconhecimento-facial-escrutinio-e-reacao-das-gigantes-de-tecnologia.html
Reconhecimento Facial leva à prisão de suspeito de disparos no Carnaval de Salvador,Muita Informação,9,11 de mar. de 2025,https://muitainformacao.com.br/carnaval/reconhecimento-facial-leva-a-prisao-de-suspeito-de-disparos-no-carnaval-de-salvador/
Lei europeia para IA quer banir uso de reconhecimento facial em espaços públicos,Folha de S.Paulo,9,22 de jun. de 2023,https://www1.folha.uol.com.br/mercado/2023/06/lei-europeia-para-ia-quer-banir-uso-de-reconhecimento-facial-em-espacos-publicos.shtml
Homem é preso por aplicar golpes com reconhecimento facial de clientes,Metrópoles,9,29 de abr. de 2025,https://www.metropoles.com/brasil/homem-e-preso-por-aplicar-golpes-com-reconhecimento-facial-de-clientes
Sistema de Reconhecimento Facial da SSP já alcançou 1.900 foragidos na Bahia,ba.gov.br,9,19 de set. de 2024,http://www.ba.gov.br/comunicacao/2024/09/noticias/reconhecimento-facial-da-ssp-ja-alcancou-1-900-foragidos-na-bahia
Racismo algorítmico escancara preconceitos da sociedade,UOL,9,29 de mai. de 2021,https://f5.folha.uol.com.br/colunistas/bate-papo-na-web/2021/05/racismo-algoritmico-escancara-preconceitos-da-sociedade.shtml
Riscos da inteligência artificial levantam alerta e suscitam respostas,Agência Brasil,9,1 de set. de 2020,https://agenciabrasil.ebc.com.br/geral/noticia/2020-08/riscos-da-inteligencia-artificial-levantam-alerta-e-suscitam-respostas
Da detecção ao reconhecimento facial: como funciona,Bem Paraná,9,24 de set. de 2020,https://www.bemparana.com.br/tecnologia/da-deteccao-ao-reconhecimento-facial-como-funciona/
Google criou ‘gambiarra’ para prevenir racismo no app Fotos,Olhar Digital,9,12 de jan. de 2018,https://olhardigital.com.br/2018/01/12/noticias/google-criou-gambiarra-para-prevenir-racismo-no-app-fotos/
Google se desculpa por app que confundiu negros com gorilas,Exame,9,2 de jul. de 2015,https://exame.com/tecnologia/google-se-desculpa-por-app-que-confundiu-negros-com-gorilas/
Google pede desculpas por app de fotos que confundiu negros com gorilas,UOL,9,2 de jul. de 2015,https://www.uol.com.br/tilt/noticias/afp/2015/07/02/google-pede-desculpas-por-app-de-fotos-que-confundiu-negros-com-gorilas.htm
Google é mais uma vez acusado de racismo graças a seu buscador de imagens,Olhar Digital,9,8 de abr. de 2016,https://olhardigital.com.br/2016/04/08/noticias/google-e-mais-uma-vez-acusado-de-racismo-gracas-a-seu-buscador-de-imagens/
PF descobre esquema de fraude no gov.br para burlar reconhecimento facial,Gazeta do Povo,9,13 de mai. de 2025,https://www.gazetadopovo.com.br/brasil/pf-esquema-fraude-gov-br-burlar-reconhecimento-facial/
Unicamp anuncia reconhecimento facial de cotistas e outras mudanças,Guia do Estudante,9,1 de ago. de 2022,https://guiadoestudante.abril.com.br/universidades/unicamp-anuncia-reconhecimento-facial-de-cotistas-e-outras-mudancas/
Quase 300 foragidos da Justiça já foram presos após o reconhecimento facial em estádios,CBN,9,12 de set. de 2025,https://cbn.globo.com/brasil/noticia/2025/09/12/quase-300-foragidos-da-justica-ja-foram-presos-apos-o-reconhecimento-facial-em-estadios.ghtml
Governo federal simplifica processo de reconhecimento facial no aplicativo gov.br,R7,9,18 de mar. de 2024,https://noticias.r7.com/brasilia/governo-federal-simplifica-processo-de-reconhecimento-facial-no-aplicativo-sougov-18032024/
Polícia Militar já prendeu mais de 400 pessoas com apoio do reconhecimento facial em Minas Gerais,Agência Minas Gerais,9,19 de mai. de 2025,https://www.agenciaminas.mg.gov.br/noticia/policia-militar-ja-prendeu-mais-de-400-pessoas-com-apoio-do-reconhecimento-facial-em-minas-gerais
IA ética: garantindo alinhamento com valores humanos,www.deviante.com.br,10,8 de jul. de 2024,https://www.deviante.com.br/noticias/ciencia/ia-etica-garantindo-alinhamento-com-valores-humanos/
Saiba como a implantação de câmeras inteligentes podem aumentar o preconceito em São Paulo,Diário de São Paulo,10,15 de mai. de 2023,https://spdiario.com.br/noticias/noticias-de-sp/saiba-como-a-implantacao-de-cameras-inteligentes-podem-aumentar-o-preconceito-em-sao-paulo.html
Reconhecimento facial erra gênero de pessoa trans,Folha de S.Paulo,10,5 de mai. de 2024,https://www1.folha.uol.com.br/tec/2024/05/reconhecimento-facial-erra-genero-de-pessoa-trans.shtml
Segurança Pública usará ferramenta de reconhecimento facial para encontrar criminosos durante o Carnaval de BH,Agência Minas Gerais,10,9 de fev. de 2024,https://www.agenciaminas.mg.gov.br/noticia/seguranca-publica-usara-ferramenta-de-reconhecimento-facial-para-encontrar-criminosos-durante-o-carnaval-de-bh
Reconhecimento facial identifica e leva à prisão foragido durante festival em Camaragibe,CBN Recife,10,4 semanas atrás,https://acervo.cbnrecife.com/artigo/reconhecimento-facial-identifica-e-leva-a-prisao-foragido-durante-festival-em-camaragibe
PM do Rio prendeu 500 pessoas com ajuda de reconhecimento facial,Poder360,10,4 de mar. de 2025,https://www.poder360.com.br/seguranca-publica/pm-do-rio-prendeu-500-pessoas-com-ajuda-de-reconhecimento-facial/
Prisões com auxílio de reconhecimento facial chegam a 500 no ES,G1,10,11 de nov. de 2025,https://g1.globo.com/es/espirito-santo/noticia/2025/11/11/prisoes-criminosos-cameras-reconhecimento-facial-es.ghtml
Vereador quer proibir tecnologias de reconhecimento facial em Florianópolis,NSC Total,10,23 de jun. de 2022,https://www.nsctotal.com.br/colunistas/anderson-silva/vereador-que-proibir-tecnologias-de-reconhecimento-facial-em
Dispositivos para reconhecimento facial começam a ser instalados na Arena Castelão,Governo do Estado do Ceará,10,25 de fev. de 2025,https://www.ceara.gov.br/2025/02/25/dispositivos-para-reconhecimento-facial-comecam-a-ser-instalados-na-arena-castelao/
Foragido por homicídio é preso por reconhecimento facial no metrô,www.metro1.com.br,10,11 de ago. de 2019,"https://www.metro1.com.br/noticias/cidade/78259,foragido-por-homicidio-e-preso-por-reconhecimento-facial-no-metro"
Governador do RJ anuncia câmeras de reconhecimento facial no Maracanã e Santos Dumont,Revista Segurança Eletrônica,10,2 de abr. de 2019,https://revistasegurancaeletronica.com.br/governador-do-rj-anuncia-cameras-de-reconhecimento-facial-no-maracana-e-santos-dumont/
ANPD fiscaliza uso de sistema de reconhecimento facial na venda de ingressos e na entrada de estádios por 23 clubes de futebol,Governo Federal,10,18 de fev. de 2025,https://www.gov.br/anpd/pt-br/assuntos/noticias/anpd-fiscaliza-uso-de-sistema-de-reconhecimento-facial-na-venda-de-ingressos-e-na-entrada-de-estadios-por-23-clubes-de-futebol
Os perigos da expansão de tecnologias de reconhecimento facial no Brasil,Revista Fórum,10,1 mês atrás,https://revistaforum.com.br/tecnologia/os-perigos-da-expansao-de-tecnologias-de-reconhecimento-facial-no-brasil/
Prefeitura de SP lança 'prisômetro' em meio a críticas da Defensoria sobre uso de reconhecimento facial no Carnaval,G1,10,25 de fev. de 2025,https://g1.globo.com/sp/sao-paulo/carnaval/2025/noticia/2025/02/25/prefeitura-de-sp-lanca-prisometro-em-meio-a-criticas-da-defensoria-sobre-uso-de-reconhecimento-facial-no-carnaval.ghtml
Câmeras de reconhecimento facial serão usadas neste fim de semana no Sambódromo,O Dia,10,4 de jan. de 2024,https://odia.ig.com.br/rio-de-janeiro/2024/01/6769083-cameras-de-reconhecimento-facial-serao-usadas-ja-neste-fim-de-semana-no-sambodromo.html
"Biometria, reconhecimento facial e proteção de dados",JOTA Info,10,19 de ago. de 2024,https://www.jota.info/opiniao-e-analise/artigos/biometria-reconhecimento-facial-e-protecao-de-dados
Polícia do Rio faz primeira prisão por reconhecimento facial no carnaval,Gazeta do Povo,10,2 de mar. de 2025,https://www.gazetadopovo.com.br/brasil/policia-do-rio-faz-primeira-prisao-por-reconhecimento-facial-no-carnaval/
Assaltantes são presos após serem identificados por sistema de reconhecimento facial na Bahia,CNN Brasil,10,9 de set. de 2024,https://www.cnnbrasil.com.br/nacional/assaltantes-sao-presos-apos-serem-identificados-por-sistema-de-reconhecimento-facial-na-bahia/
Máscaras derrubam pela metade eficácia de reconhecimento facial,Exame,10,29 de jul. de 2020,https://exame.com/tecnologia/muito-alem-da-prevencao-mascaras-podem-derrubar-reconhecimento-facial/
Erros em sistema de reconhecimento facial geram polêmica nos EUA - IT Forum,IT Forum,10,30 de jul. de 2018,https://itforum.com.br/erros-em-sistema-de-reconhecimento-facial-geram-polemica-nos-eua/
Microsoft suspende reconhecimento facial que detecta emoções por questões de privacidade,TudoCelular.com,11,21 de jun. de 2022,https://www.tudocelular.com/seguranca/noticias/n191645/microsoft-suspende-ia-de-reconhecimento-facial.html
Câmeras com reconhecimento facial podem ajudar na prisão de criminosos e encontro de desaparecidos em SC,OCP News,11,1 de mar. de 2019,https://ocp.news/seguranca/cameras-com-reconhecimento-facial-podem-ajudar-na-prisao-de-criminosos-e-encontro-de-desaparecidos-em-sc
Homem é preso pelo reconhecimento facial da SSP no Festival Virada Salvador,Farol da Bahia,11,30 de dez. de 2019,https://www.faroldabahia.com.br/noticia/homem-e-preso-pelo-reconhecimento-facial-da-ssp-no-festival-virada-salvador
Inteligência Artificial: o que ganhamos e o que perdemos?,Sesc São Paulo,11,28 de fev. de 2025,https://www.sescsp.org.br/editorial/inteligencia-artificial-o-que-ganhamos-e-o-que-perdemos/
Tecnologia de reconhecimento facial de gigantes tech apresenta padrões racistas,Canaltech,11,20 de dez. de 2019,https://canaltech.com.br/inteligencia-artificial/tecnologia-de-reconhecimento-facial-de-gigantes-tech-apresenta-padroes-racistas-158321/
"Reconhecimento facial em SP: empresa oferece lance de R$ 9,2 milhões para instalar câmeras",O Globo,11,29 de mai. de 2023,https://oglobo.globo.com/brasil/noticia/2023/05/reconhecimento-facial-em-sp-empresa-oferece-lance-de-r-92-milhoes-para-instalar-cameras.ghtml
Homem com restrição é pego por câmera de reconhecimento facial na Festa do Pinhão,ND Mais,11,7 de jun. de 2025,https://ndmais.com.br/seguranca/reconhecimento-facial-da-festa-do-pinhao-faz-detido/
Homem é preso após ser flagrado por reconhecimento facial da SSP,Farol da Bahia,11,4 de dez. de 2019,https://www.faroldabahia.com.br/noticia/homem-e-preso-apos-ser-flagrado-por-reconhecimento-facial-da-ssp
Salvador registra primeira prisão por reconhecimento facial,TNH1,11,6 de mar. de 2019,https://www.tnh1.com.br/noticia/nid/salvador-registra-primeira-prisao-por-reconhecimento-facial/
Homem é preso no primeiro dia da Oktoberfest Blumenau após ser identificado por câmeras com reconhecimento facial,AJ Notícias,11,8 de out. de 2025,https://ajnoticias.com.br/noticia/46926/homem-e-preso-no-primeiro-dia-da-oktoberfest-blumenau-apos-ser-identificado-por-cameras-com-reconhecimento-facial
Reconhecimento facial se tornou ferramenta essencial contra o crime,O Globo,11,14 de jan. de 2024,https://oglobo.globo.com/opiniao/editorial/coluna/2024/01/reconhecimento-facial-se-tornou-ferramenta-essencial-contra-o-crime.ghtml
'Fotos que Condenam': Saiba o que diz a legislação sobre o reconhecimento fotográfico e como acontece na prática,Globo,11,29 de set. de 2021,https://g1.globo.com/rj/rio-de-janeiro/noticia/2021/09/29/fotos-que-condenam-saiba-o-que-diz-a-legislacao-sobre-o-reconhecimento-fotografico-de-suspeitos-e-como-acontece-na-pratica.ghtml
Projeto muda regras de reconhecimento fotográfico para evitar prisão de inocentes,Senado Federal,11,15 de mar. de 2021,https://www12.senado.leg.br/noticias/materias/2021/03/15/projeto-muda-regras-para-o-reconhecimento-fotografico-para-evitar-prisao-de-inocentes
Entenda quais são as aplicações de IA no reconhecimento facial,Crypto ID,11,21 de jul. de 2025,https://cryptoid.com.br/criptografia-identificacao-digital-id-biometria/entenda-quais-sao-as-aplicacoes-de-ia-no-reconhecimento-facial/
Governo facilita processo de Reconhecimento Facial no gov.br; entenda,meutudo,11,20 de mar. de 2024,https://meutudo.com.br/blog/noticias/2024/03/20/governo-facilita-processo-de-reconhecimento-facial-no-gov-br-entenda/
Privacidade e segurança: a importância da LGPD em sistemas de reconhecimento facial,Correio Braziliense,11,18 de jul. de 2024,https://www.correiobraziliense.com.br/direito-e-justica/2024/07/6900986-privacidade-e-seguranca-a-importancia-da-lgpd-em-sistemas-de-reconhecimento-facial.html
Reconhecimento facial: a banalização de uma tecnologia controversa,Diplomatique,11,22 de abr. de 2020,https://diplomatique.org.br/reconhecimento-facial-a-banalizacao-de-uma-tecnologia-controversa/
Suspeito de integrar máfia chinesa é preso em SP após ser identificado por câmeras,VEJA SÃO PAULO,12,29 de jan. de 2025,https://vejasp.abril.com.br/cidades/suspeito-de-integrar-mafia-chinesa-e-preso-em-sp-apos-ser-identificado-por-cameras/
Foragido da Justiça é preso após ser reconhecido por sistema de segurança na Micareta de Feira de Santana,G1,12,21 de abr. de 2023,https://g1.globo.com/ba/bahia/noticia/2023/04/21/foragido-da-justica-e-preso-apos-ser-reconhecido-por-sistema-de-seguranca-na-micareta-de-feira-de-santana.ghtml
Foragido da Justiça por crimes de estelionato é preso após ser identificado pelo sistema de reconhecimento...,TNH1,12,28 de jan. de 2025,https://www.tnh1.com.br/noticia/nid/foragido-da-justica-por-crimes-de-estelionato-e-preso-apos-ser-identificado-pelo-sistema-de-reconhecimento-facial-em-maceio/
"Lei deve vetar uso discriminatório de IA, dizem especialistas",Consultor Jurídico,12,20 de mar. de 2023,https://www.conjur.com.br/2023-mar-20/lei-impedir-uso-discriminatorio-inteligencia-artificial/
Câmeras de reconhecimento facial levam a 4 prisões no carnaval do Rio,Agência Brasil,12,8 de mar. de 2019,https://agenciabrasil.ebc.com.br/geral/noticia/2019-03/cameras-de-reconhecimento-facial-levam-4-prisoes-no-carnaval-do-rio
Foragido é preso após ser localizado por reconhecimento facial durante festival em Aldeia,Diario de Pernambuco,12,1 mês atrás,https://www.diariodepernambuco.com.br/vida-urbana/2025/12/11702478-foragido-e-preso-apos-ser-localizado-por-reconhecimento-facial-durante-festival-em-aldeia.html
Como ‘derrotar’ softwares de reconhecimento facial,Olhar Digital,12,19 de out. de 2020,https://olhardigital.com.br/2020/10/19/seguranca/como-derrotar-softwares-de-reconhecimento-facial/
Reconhecimento facial auxilia na prisão de homem responsável por roubos na Barra,Alô Alô Bahia,12,1 mês atrás,https://aloalobahia.com/noticias/2025/11/28/reconhecimento-facial-auxilia-na-prisao-de-homem-responsavel-por-roubos-na-barra/
VÍDEO: Veja como funcionam câmeras de reconhecimento facial usadas pela PM no Rio,G1,12,4 de jan. de 2024,https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/01/04/video-veja-como-funcionam-cameras-de-reconhecimento-facial-usadas-pela-pm-no-rio.ghtml
Chefe de Direitos Humanos da ONU pede moratória para inteligência artificial | As Nações Unidas no Brasil,As Nações Unidas no Brasil,12,16 de set. de 2021,https://brasil.un.org/pt-br/144671-chefe-de-direitos-humanos-da-onu-pede-morat%C3%B3ria-para-intelig%C3%AAncia-artificial
Criminosos são presos com auxílio do Reconhecimento Facial,Jornal Correio,12,18 de jan. de 2024,https://www.correio24horas.com.br/minha-bahia/criminosos-sao-presos-com-auxilio-do-reconhecimento-facial-0124
Reconhecimento facial nos estádios: A fiscalização da ANPD chegou para 23 clubes de futebol,Lei em Campo,12,19 de fev. de 2025,https://leiemcampo.com.br/reconhecimento-facial-nos-estadios-a-fiscalizacao-da-anpd-chegou-para-23-clubes-de-futebol/
Reconhecimento Facial da SSP ultrapassa a marca de 1.000 foragidos localizados em Salvador,ba.gov.br,12,20 de mai. de 2024,http://www.ba.gov.br/comunicacao/2024/05/noticias/reconhecimento-facial-da-ssp-ultrapassa-a-marca-de-1-000-foragidos-localizados-em-salvador
Unicamp vai usar reconhecimento facial para evitar fraude em cotas,Folha de S.Paulo,12,1 de ago. de 2022,https://www1.folha.uol.com.br/educacao/2022/08/unicamp-vai-usar-reconhecimento-facial-para-evitar-fraude-em-cotas.shtml
Maquiagem dribla tecnologia de reconhecimento facial,Globo,12,4 de ago. de 2014,https://revistagalileu.globo.com/Tecnologia/noticia/2014/08/maquiagem-dribla-tecnologia-de-reconhecimento-facial.html
'Surubão' do Arpoador: tecnologia de reconhecimento facial ajuda a identificar 30 envolvidos em orgia no réveillon,O Globo,12,7 de jan. de 2025,https://oglobo.globo.com/blogs/true-crime/post/2025/01/surubao-do-arpoador-tecnologia-de-reconhecimento-facial-ajuda-a-identificar-30-envolvidos-em-orgia-no-reveillon.ghtml
"Smart Sampa: programa levou 23 pessoas por engano a delegacias; 1,2 mil foragidos foram presos",Estadão,12,18 de jun. de 2025,https://www.estadao.com.br/sao-paulo/smart-sampa-programa-levou-23-pessoas-por-engano-a-delegacias-12-mil-foragidos-foram-presos-nprm/
Deputada Renata Souza denuncia racismo em plataformas de IA,Mídia NINJA,12,17 de nov. de 2023,https://midianinja.org/deputada-renata-souza-denuncia-racismo-em-plataformas-de-ia/
Do racismo estrutural ao racismo algorítmico,Outras Palavras,12,11 de abr. de 2023,https://outraspalavras.net/outrasmidias/do-racismo-estrutural-ao-racismo-algoritmico/
"Reconhecimento facial de crianças em estádios fere LGPD e ECA, diz relatório",Consultor Jurídico,13,27 de ago. de 2024,https://www.conjur.com.br/2024-ago-27/reconhecimento-facial-de-criancas-em-estadios-fere-lgpd-e-eca-diz-relatorio/
Reconhecimento facial: inovação cercada de riscos,Capital Digital,13,7 de out. de 2025,https://capitaldigital.com.br/reconhecimento-facial-inovacao-cercada-de-riscos/
SP lança edital para sistema de câmeras que identifica cor e 'vadiagem' [28/11/2022],BOL,13,28 de nov. de 2022,https://www.bol.uol.com.br/noticias/2022/11/28/sp-lanca-edital-para-sistema-de-cameras-que-identifica-cor-e-vadiagem.htm
PMs presos faziam segurança de Gritzbach; atirador foi identificado por reconhecimento facial,SBT News,13,16 de jan. de 2025,https://sbtnews.sbt.com.br/noticia/policia/pms-presos-faziam-seguranca-de-gritzbach-atirador-foi-identificado-por-reconhecimento-facial
Micareta de Feira tem 33 presos por sistema de reconhecimento facial,Jornal Correio,13,29 de abr. de 2019,https://www.correio24horas.com.br/bahia/micareta-de-feira-tem-33-presos-por-sistema-de-reconhecimento-facial-0419
Novas câmeras de monitoramento em Anápolis terão tecnologia de reconhecimento facial,Portal Contexto,13,3 de jun. de 2021,https://portalcontexto.com/novas-cameras-anapolis-reconhecimento-facial/
Posicionamento sobre o PL 2338/2020 e sistemas de identificação biométrica (reconhecimento facial),Coalizão Direitos na Rede,13,1 mês atrás,https://direitosnarede.org.br/2025/12/08/posicionamento-pl-2338-sistemas-identificacao-biometrica-reconhecimento-facial/
Supic realiza prisão de foragidos em Vila Velha com o auxílio de câmeras com Reconhecimento Facial,PCES,13,30 de jul. de 2025,https://pc.es.gov.br/Not%C3%ADcia/supic-realiza-prisao-de-foragidos-em-vila-velha-com-o-auxilio-de-cameras-com-reconhecimento-facial
Câmera com reconhecimento facial leva foragido para a prisão no réveillon de Itajaí,DIARINHO,13,3 semanas atrás,https://diarinho.net/materia/667946/Camera-com-reconhecimento-facial-leva-foragido-para-a-prisao-no-reveillon-de-Itajai
Distritais pedem apuração sobre erros em reconhecimento facial,R7,13,20 de jan. de 2022,https://noticias.r7.com/brasilia/distritais-pedem-apuracao-sobre-erros-em-reconhecimento-facial-20012022/
Sistema Prisional de Minas implanta tecnologia de reconhecimento facial,Agência Minas Gerais,13,23 de mai. de 2019,https://www.agenciaminas.mg.gov.br/noticia/sistema-prisional-de-minas-implanta-tecnologia-de-reconhecimento-facial
Alerta: as tecnologias de reconhecimento facial estão nos ameaçando,Época Negócios,13,4 de out. de 2019,https://epocanegocios.globo.com/colunas/IAgora/noticia/2019/10/alerta-tecnologias-de-reconhecimento-facial-estao-nos-ameacando.html
Reconhecimento facial: preocupação com a privacidade ou proteção de identidade?,WeLiveSecurity,13,6 de dez. de 2019,https://www.welivesecurity.com/br/2019/12/06/reconhecimento-facial-preocupacao-com-a-privacidade-ou-protecao-de-identidade/
Membro da máfia chinesa é preso em São Paulo após ser visto por câmeras de reconhecimento facial,CBN,13,29 de jan. de 2025,https://cbn.globo.com/sao-paulo/noticia/2025/01/29/membro-da-mafia-chinesa-e-preso-em-sao-paulo-apos-ser-visto-por-cameras-de-reconhecimento-facial.ghtml
Três foragidos da Justiça são presos após serem identificados por câmeras de reconhecimento facial no desfile do Galo da Madrugada,G1,13,1 de mar. de 2025,https://g1.globo.com/pe/pernambuco/carnaval/2025/noticia/2025/03/01/tres-foragidos-sao-presos-apos-serem-identificados-por-cameras-de-reconhecimento-facial-no-desfile-do-galo-da-madrugada.ghtml
Procurado por homicídio é preso por reconhecimento facial no Carnaval de Porto,Radar News,13,11 de fev. de 2024,https://radar.news/homem-procurado-por-homicidio-e-preso-por-reconhecimento-facial-no-carnaval-de-porto-seguro/
Reconhecimento facial reforça segurança e leva à prisão de foragidos no Forró de Curvelo,Sete Lagoas .com.br,13,7 de jul. de 2025,https://setelagoas.com.br/noticias/regiao/curvelo/244169-reconhecimento-facial-reforca-seguranca-e-leva-a-prisao-de-foragidos-no-forro-de-curvelo/
Inteligência artificial e parcial,Migalhas,13,1 de jun. de 2023,https://www.migalhas.com.br/depeso/387541/inteligencia-artificial-e-parcial
Judiciário deve estabelecer limites à captura de biometria facial de crianças,JOTA Info,14,9 de nov. de 2019,https://www.jota.info/opiniao-e-analise/artigos/judiciario-deve-estabelecer-limites-a-captura-de-biometria-facial-de-criancas
Golpe da cara falsa: homem usava boneco e foto para burlar biometria facial,UOL,14,19 de jun. de 2023,https://www.uol.com.br/tilt/noticias/redacao/2023/06/19/golpe-da-cara-falsa-homem-usava-boneco-e-foto-para-burlar-biometria-facial.htm
Estuprador é o 42° criminoso preso por reconhecimento facial,Jornal Correio,14,26 de jul. de 2019,https://www.correio24horas.com.br/salvador/estuprador-e-o-42-criminoso-preso-por-reconhecimento-facial-0719
Entenda como funciona o reconhecimento facial que ajudou a prender mais de 100 na BA,Jornal Correio,14,5 de jan. de 2020,https://www.correio24horas.com.br/entre/entenda-como-funciona-o-reconhecimento-facial-que-ajudou-a-prender-mais-de-100-na-ba-0120
"Câmeras com reconhecimento facial ajudam a prender mais de 100 assassinos, estupradores e traficantes no ES",G1,14,16 de mai. de 2025,https://g1.globo.com/es/espirito-santo/noticia/2025/05/16/cameras-com-reconhecimento-facial-ajudam-a-prender-mais-de-100-assassinos-estupradores-e-traficantes-no-es.ghtml
ES: 150 criminosos presos após reconhecimento facial,ES Brasil,14,17 de jun. de 2025,https://esbrasil.com.br/reconhecimento-facial-captura-criminosos-no-es/
Robôs adotam traços racistas e sexistas se construção da IA tiver falhas,Olhar Digital,14,23 de jun. de 2022,https://olhardigital.com.br/2022/06/23/ciencia-e-espaco/robos-adotam-tracos-racistas-e-sexistas-se-construcao-da-ia-tiver-falhas/
500 câmeras com reconhecimento facial vão ser contratadas por licitação em Cascavel,Catve,14,4 de nov. de 2024,https://catve.com/noticia/6/431178/
Por que o uso de reconhecimento facial na segurança é controverso?,Revista Segurança Eletrônica,14,12 de nov. de 2020,https://revistasegurancaeletronica.com.br/por-que-o-uso-de-reconhecimento-facial-na-seguranca-e-controverso/
Reconhecimento facial pela polícia britânica é julgado ilegal [11/08/2020],UOL Notícias,14,11 de ago. de 2020,https://noticias.uol.com.br/ultimas-noticias/afp/2020/08/11/reconhecimento-facial-pela-policia-britanica-e-julgado-ilegal.htm
Cidade Monitorada: reconhecimento facial ajuda na prisão de dois foragidos da Justiça em Maricá,Prefeitura de Maricá,14,7 de jul. de 2025,https://www.marica.rj.gov.br/noticia/cidade-monitorada-reconhecimento-facial-ajuda-na-prisao-de-dois-foragidos-da-justica-em-marica/
LGPD e reconhecimento facial: o lado mais polêmico da proteção de dados - IT Forum,IT Forum,14,26 de jan. de 2023,https://itforum.com.br/noticias/reconhecimento-facial-polemicas-permeiam-a-protecao-de-dados/
Justiça suspende compra de câmeras com reconhecimento facial em SP,Metrópoles,14,18 de mai. de 2023,https://www.metropoles.com/sao-paulo/justica-suspende-compra-de-cameras-com-reconhecimento-facial-em-sp
"Após dois anos da marcha, mulheres negras continuam mobilizadas contra racismo",Agência Brasil,14,18 de nov. de 2017,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2017-11/apos-dois-anos-da-marcha-mulheres-negras-continuam-mobilizadas-contra-racismo
"Criticado por especialistas, reconhecimento facial se espalha por escolas do país",Exame,14,18 de mar. de 2023,https://exame.com/brasil/criticado-por-especialistas-reconhecimento-facial-se-espalha-por-escolas-do-pais/
"Reconhecimento facial pode oferecer riscos a crianças, aponta estudo",Agência Brasil,14,27 de ago. de 2024,https://agenciabrasil.ebc.com.br/radioagencia-nacional/geral/audio/2024-08/reconhecimento-facial-pode-oferecer-riscos-criancas-aponta-estudo
