titulo,link,data_publicacao,fonte,sim_tecnologia,sim_grupo,sim_impacto,relevante_semantico
"Golpe do falso sequestro se sofistica, e vítimas são seguidas em Copacabana. Veja vídeo",https://oglobo.globo.com/rio/golpe-do-falso-sequestro-se-sofistica-vitimas-sao-seguidas-em-copacabana-veja-video-24588149,61 meses atrás,O Globo,0.23971821,0.37820303,0.47958162,False
"Reconhecimento facial não funciona 95% das vezes, diz polícia de Detroit [30/06/2020]",https://noticias.uol.com.br/internacional/ultimas-noticias/2020/06/30/reconhecimento-facial-nao-funciona-95-das-vezes-diz-policia-de-detroit.htm,63 meses atrás,UOL Notícias,0.68953,0.36078882,0.28586358,False
De novo: homem negro é preso nos EUA após falha de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2020/09/07/pela-2-vez-homem-negro-e-preso-nos-eua-apos-erro-de-reconhecimento-facial.htm,61 meses atrás,UOL,0.53225696,0.62115073,0.5251274,True
"Nos erros de reconhecimento facial, um “caso isolado” atrás do outro",https://piaui.folha.uol.com.br/nos-erros-de-reconhecimento-facial-um-caso-isolado-atras-do-outro/,48 meses atrás,Revista Piauí,0.7162564,0.36286944,0.4808607,True
Ação pede banimento da tecnologia de reconhecimento facial nos EUA,https://www.conjur.com.br/2021-abr-26/acao-banimento-tecnologia-reconhecimento-facial-eua/,53 meses atrás,Consultor Jurídico,0.667343,0.36563486,0.3356821,False
EUA: Polícia prende inocente a partir de sistema de reconhecimento facial,https://www.cnnbrasil.com.br/internacional/sistema-de-reconhecimento-facial-enviou-este-homem-inocente-para-a-prisao/,53 meses atrás,CNN Brasil,0.64214456,0.30576307,0.48046595,True
Homem processa polícia após ser preso por engano por falha em reconhecimento facial,https://olhardigital.com.br/2021/04/14/seguranca/homem-processa-policia-por-falha-em-reconhecimento-facial/,53 meses atrás,Olhar Digital,0.51007235,0.20606649,0.4571032,True
A Bahia está virando um laboratório de reconhecimento facial,https://www.intercept.com.br/2021/09/20/rui-costa-esta-transformando-a-bahia-em-um-laboratorio-de-vigilancia-com-reconhecimento-facial/,48 meses atrás,Intercept Brasil,0.764048,0.3898197,0.2998104,False
Exclusivo: 83% dos presos injustamente por reconhecimento fotográfico no Brasil são negros,https://g1.globo.com/fantastico/noticia/2021/02/21/exclusivo-83percent-dos-presos-injustamente-por-reconhecimento-fotografico-no-brasil-sao-negros.ghtml,55 meses atrás,G1,0.33766913,0.5425875,0.47804928,True
Nova ferramenta de reconhecimento facial pretende reduzir racismo algorítmico,https://almapreta.com.br/sessao/cotidiano/empresa-promete-precisao-de-quase-100-em-reconhecimento-facial-de-pessoas-negras/,53 meses atrás,Alma Preta Jornalismo,0.73079646,0.46725088,0.47715375,True
Relatórios apontam falhas em prisões após reconhecimento fotográfico,https://www.defensoria.rj.def.br/noticia/detalhes/11088-Relatorios-apontam-falhas-em-prisoes-apos-reconhecimento-fotografico,55 meses atrás,Defensoria Pública do Rio de Janeiro,0.34348744,0.23238486,0.5309135,False
"Sob críticas por viés racial, reconhecimento facial chega a 20 estados",https://www1.folha.uol.com.br/cotidiano/2021/07/sob-criticas-por-vies-racial-reconhecimento-facial-chega-a-20-estados.shtml,50 meses atrás,Folha de S.Paulo,0.6513972,0.4465181,0.47096363,True
Falha em reconhecimento facial leva homem à prisão nos EUA,https://www.estadao.com.br/link/cultura-digital/falha-em-reconhecimento-facial-leva-homem-a-prisao-nos-eua/,56 meses atrás,Estadão,0.6339756,0.29237938,0.54693156,True
Empresa brasileira promete 99% de precisão no reconhecimento facial de negros,https://olhardigital.com.br/2021/04/23/seguranca/empresa-brasileira-promete-99-de-precisao-no-reconhecimento-facial-de-negros/,53 meses atrás,Olhar Digital,0.55061173,0.53924716,0.323758,True
Negros são 81% dos presos injustamente por reconhecimento fotográfico no Brasil,https://noticiapreta.com.br/negros-sao-81-dos-presos-injustamente-por-reconhecimento-fotografico-no-brasil/,48 meses atrás,Notícia Preta,0.32881504,0.5339217,0.4497065,True
"No Dia Internacional dos Direitos Humanos, inocentes presos no Rio por engano no reconhecimento fotográfico ainda sofrem as consequências do erro",https://oglobo.globo.com/rio/no-dia-internacional-dos-direitos-humanos-inocentes-presos-no-rio-por-engano-no-reconhecimento-fotografico-ainda-sofrem-as-consequencias-do-erro-1-25313312,45 meses atrás,O Globo,0.27544495,0.35583708,0.53815925,False
Reconhecimento facial cresce no Brasil; vídeo explica como isso afeta você,https://www1.folha.uol.com.br/tec/2021/08/reconhecimento-facial-cresce-no-brasil-entenda-como-isso-afeta-voce.shtml,50 meses atrás,Folha de S.Paulo,0.7542697,0.5189563,0.25159362,True
"Reconhecimento facial: lado bom não compensa efeito perverso, diz sociólogo",https://www.uol.com.br/tilt/noticias/redacao/2021/08/30/entrevista-sociologo-sergio-amadeu-da-silveira.htm,49 meses atrás,UOL,0.8062805,0.41878617,0.39844763,True
"Além do racismo, reconhecimento facial erra mais em pessoas trans",https://www.uol.com.br/tilt/noticias/redacao/2021/02/14/nao-e-so-racismo-reconhecimento-facial-tambem-erra-mais-em-pessoas-trans.htm,55 meses atrás,UOL,0.57842684,0.42794204,0.48807302,True
Pelourinho vai ganhar câmeras de reconhecimento facial; isso é bom ou ruim?,https://www.uol.com.br/tilt/noticias/redacao/2021/03/01/pelourinho-vai-ganhar-cameras-de-reconhecimento-facial-isso-e-bom-ou-ruim.htm,55 meses atrás,UOL,0.58127075,0.29728907,0.23195644,False
Efeito de algoritmos racistas pode ser mais devastador do que você imagina,https://www.uol.com.br/tilt/reportagens-especiais/como-os-algoritmos-espalham-racismo/,56 meses atrás,UOL,0.3637181,0.40909883,0.5569167,True
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,44 meses atrás,Agência Brasil,0.42064923,0.5957612,0.55624425,True
Campanha nacional une parlamentares de 13 estados para banir reconhecimento facial,https://www.cartacapital.com.br/tecnologia/campanha-nacional-une-parlamentares-de-13-estados-para-banir-reconhecimento-facial/,39 meses atrás,CartaCapital,0.61892074,0.36875737,0.35451674,False
"Entenda o racismo algorítmico, que também atinge negros fora das redes",https://www1.folha.uol.com.br/tec/2022/10/entenda-o-racismo-algoritmico-que-tambem-atinge-negros-fora-das-redes.shtml,35 meses atrás,Folha de S.Paulo,0.35340372,0.6125432,0.7088921,True
Relembre casos em que inocentes foram presos por engano pela polícia no Rio,https://oglobo.globo.com/rio/relembre-casos-em-que-inocentes-foram-presos-por-engano-pela-policia-no-rio-2-25386459,43 meses atrás,O Globo,0.15611345,0.37474307,0.6352446,False
A influência do racismo estrutural no uso do reconhecimento fotográfico como meio de prova,https://www.conjur.com.br/2022-jan-14/limite-penal-racismo-estrutural-reconhecimento-fotografico-meio-prova/,44 meses atrás,Consultor Jurídico,0.48988608,0.47572064,0.562116,True
Avaliar e punir: motoristas e passageiros relatam racismo na Uber,https://www.intercept.com.br/2022/08/10/motoristas-e-passageiros-negros-da-uber-relatam-expulsoes-notas-baixas-xingamentos-e-assedios/,37 meses atrás,Intercept Brasil,0.2114355,0.4427359,0.5420995,True
Do racismo nos algoritmos ao desemprego: os desafios da mulher negra em tecnologia,"https://www.terra.com.br/byte/do-racismo-nos-algoritmos-ao-desemprego-os-desafios-da-mulher-negra-em-tecnologia,ee9e45bee07477fb14c4a92c610fbb1agr4kr963.html",38 meses atrás,Terra,0.35646147,0.54634243,0.54984677,True
Foto de Michael B. Jordan aparece entre suspeitos de chacina,"https://www.em.com.br/app/noticia/diversidade/2022/01/07/noticia-diversidade,1336086/foto-de-michael-b-jordan-aparece-entre-suspeitos-de-chacina.shtml",45 meses atrás,Estado de Minas,0.26231262,0.30021995,0.34655276,False
Foto de astro do cinema Michael B. Jordan aparece em lista de procurados pela polícia do Ceará,https://g1.globo.com/ce/ceara/noticia/2022/01/07/astro-do-cinema-michael-b-jordan-aparece-em-lista-de-procurados-pela-policia-do-ceara.ghtml,45 meses atrás,G1,0.2621416,0.29601395,0.31608552,False
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,25 meses atrás,G1,0.5027486,0.37615743,0.5214069,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,24 meses atrás,Brasil de Fato,0.52731097,0.5499244,0.49553466,True
Tecnologia de Reconhecimento Facial e Segurança Pública nas Capitai...,https://journals.openedition.org/cs/8111,32 meses atrás,OpenEdition Journals,0.6648688,0.36070436,0.39996785,False
MP recomenda suspensão do programa que utiliza câmeras de reconhecimento facial,https://www.cnnbrasil.com.br/nacional/mp-recomenda-suspensao-do-programa-que-utiliza-cameras-de-reconhecimento-facial/,24 meses atrás,CNN Brasil,0.54454255,0.22433427,0.26858985,False
SP: câmeras vão guardar dados de localização e reconhecimento facial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-05/sp-cameras-vao-guardar-dados-de-localizacao-e-reconhecimento-facial,28 meses atrás,Agência Brasil,0.64177364,0.28418747,0.25289494,False
Reconhecimento facial no Paraná impõe monitoramento de emoções em escolas,https://apublica.org/2023/10/reconhecimento-facial-no-parana-impoe-monitoramento-de-emocoes-em-escolas/,23 meses atrás,Agência Pública,0.61528784,0.39915496,0.28496116,False
"Erros no reconhecimento de pessoas presas recaem sobre negros, diz estudo",https://www.cnj.jus.br/erros-no-reconhecimento-de-pessoas-presas-recaem-sobre-negros-diz-estudo/,29 meses atrás,Portal CNJ,0.3127687,0.69409156,0.5694683,True
Reconhecimento facial: prisões no Carnaval reacendem o debate de uma tecnologia com altas taxas de erros,https://revistaafirmativa.com.br/reconhecimento-facial-prisoes-no-carnaval-reacendem-o-debate-de-uma-tecnologia-com-altas-taxas-de-erros/,31 meses atrás,Revista Afirmativa,0.5978866,0.35117367,0.46430945,True
'Me urinei de medo ao ser levada no camburão da PM por erro de IA',https://www.uol.com.br/tilt/noticias/redacao/2023/11/15/erro-camera-reconhecimento-facial.htm,22 meses atrás,UOL,0.28147185,0.20936546,0.40632844,False
"Inocentado anteriormente, homem é acusado de roubo de novo por reconhecimento facial",https://noticiapreta.com.br/homem-negro-roubo-econheciemto-facial/,29 meses atrás,Notícia Preta,0.42853552,0.15635537,0.49189195,True
5 dicas para evitar o golpe por biometria facial,"https://www.terra.com.br/byte/tecnologia-e-solucoes/videos/5-dicas-para-evitar-o-golpe-por-biometria-facial,4b6d24a5559db299cda7e8d7554c8340hqdkq7oe.html",27 meses atrás,Terra,0.8671061,0.43838623,0.25991058,True
"Preto é culpado, mesmo quando prova o contrário",https://www.dw.com/pt-br/preto-%C3%A9-culpado-mesmo-quando-prova-o-contr%C3%A1rio/a-64928732,30 meses atrás,DW,0.23959447,0.16913316,0.5742536,False
"Grávida e presa por engano: quem é a mulher acusada de roubo por erro em tecnologia de reconhecimento facial, nos EUA",https://oglobo.globo.com/mundo/epoca/noticia/2023/08/07/gravida-e-presa-por-engano-quem-e-a-mulher-acusada-de-roubo-por-erro-em-tecnologia-de-reconhecimento-facial-nos-eua.ghtml,26 meses atrás,O Globo,0.5582539,0.32211843,0.5773341,True
Os desafios para regulamentar o uso da inteligência artificial,https://www.nexojornal.com.br/externo/2023/09/09/os-desafios-para-regulamentar-o-uso-da-inteligencia-artificial,24 meses atrás,Nexo Jornal,0.78718716,0.22677119,0.32214725,False
Reconhecimento facial em celulares Android pode ser burlado; veja modelos,https://www.techtudo.com.br/noticias/2023/07/reconhecimento-facial-em-celulares-android-pode-ser-burlado-veja-modelos-edmobile.ghtml,26 meses atrás,TechTudo,0.73539865,0.250572,0.19823807,False
Foi presa! IA confunde mulher com foragida da Justiça em Aracaju,https://olhardigital.com.br/2023/11/16/pro/foi-presa-ia-confunde-mulher-com-foragida-da-justica-em-aracaju/,22 meses atrás,Olhar Digital,0.3079091,0.40640658,0.60029054,True
A gestante que foi presa injustamente por conta de uma IA defeituosa,https://aventurasnahistoria.com.br/noticias/reportagem/gestante-que-foi-presa-injustamente-por-conta-de-uma-ia-defeituosa.phtml,25 meses atrás,Aventuras na História,0.4248085,0.33135694,0.60193306,True
"É inaceitável que uma pessoa negra passe dias presa por erro tecnológico, diz intelectual americana",https://www1.folha.uol.com.br/tec/2023/12/e-inaceitavel-que-uma-pessoa-negra-passe-dias-presa-por-erro-tecnologico-diz-intelectual-americana.shtml,21 meses atrás,Folha de S.Paulo,0.20136416,0.5413543,0.4527628,True
Deepfake: Criminosos usam IA fingindo ser um familiar,"https://www.terra.com.br/byte/tecnologia-e-solucoes/videos/deepfake-criminosos-usam-ia-fingindo-ser-um-familiar,711fd9025c2099c89556854be3211303bejcqjmz.html",28 meses atrás,Terra,0.288741,0.36146498,0.48003465,False
Projeto Inocência,https://memoriaglobo.globo.com/jornalismo/jornalismo-e-telejornais/fantastico/series/noticia/projeto-inocencia.ghtml,26 meses atrás,Memória Globo,0.46605185,0.58191633,0.86623967,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles,0.6676107,0.68122125,0.49731314,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058283,0.5435897,0.59551936,True
Sistemas de reconhecimento facial são confiáveis? Como falhas recentes reacendem o debate sobre riscos,https://g1.globo.com/fantastico/noticia/2024/04/22/sistemas-de-reconhecimento-facial-como-falhas-recentes-reascendem-o-debate-sobre-riscos.ghtml,17 meses atrás,G1,0.7422006,0.3076126,0.353764,False
Reconhecimento facial e a segurança pública para poucos,https://www.jota.info/opiniao-e-analise/colunas/ia-regulacao-democracia/reconhecimento-facial-e-a-seguranca-publica-para-poucos,14 meses atrás,JOTA Info,0.7473849,0.38093448,0.42250735,True
Ricardo Marques dá voz a jovem que foi identificada por engano duas vezes pelo Sistema de Reconhecimento Facial e teve abordagem truculenta,https://www.aracaju.se.leg.br/institucional/noticias/ricardo-marques-da-voz-a-jovem-que-foi-identificada-por-engano-duas-vezes-pelo-sistema-de-reconhecimento-facial-e-teve-abordagem-truculenta,11 meses atrás,Câmara Municipal de Aracaju,0.5149252,0.35196516,0.42946452,True
Erros em série expõem fragilidade do reconhecimento facial como ferramenta de combate ao crime,https://www.cartacapital.com.br/tecnologia/erros-em-serie-expoem-fragilidade-do-reconhecimento-facial-como-ferramenta-de-combate-ao-crime/,17 meses atrás,CartaCapital,0.61033595,0.2723658,0.47618926,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,20 meses atrás,Consultor Jurídico,0.6343305,0.469314,0.5942879,True
A heroína necessária: Dr. Joy Buolamwini e a Liga da Justiça Algorítmica,https://www.meioemensagem.com.br/sxsw/a-heroina-necessaria-dr-joy-buolamwini-e-a-liga-da-justica-algoritmica,18 meses atrás,Meio e Mensagem,0.46034083,0.43502915,0.49629286,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,19 meses atrás,G1,0.62236524,0.50021255,0.44346413,True
"‘Medo, frustrado e constrangido', diz homem detido por engano em estádio após erro do sistema de reconhecimento facial",https://g1.globo.com/fantastico/noticia/2024/04/21/medo-frustrado-e-constrangido-diz-homem-detido-por-engano-em-estadio-apos-erro-do-sistema-de-reconhecimento-facial.ghtml,17 meses atrás,G1,0.4190505,0.1877946,0.42797023,True
Mulher é confundida com foragida por sistema facial da PM: 'Racismo',https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/07/11/reconhecimento-facial-confunde-servidora-publica-com-foragida.htm,14 meses atrás,UOL Notícias,0.5790772,0.36183727,0.4060746,True
Reconhecimento facial no setor privado como mecanismo de prevenção a fraudes,https://www.conjur.com.br/2024-ago-24/reconhecimento-facial-no-setor-privado-como-mecanismo-de-prevencao-a-fraudes/,13 meses atrás,Consultor Jurídico,0.6021119,0.21915913,0.43545246,True
Jovens negros carregam traumas de reconhecimento fotográfico injusto,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-09/jovens-negros-carregam-traumas-de-reconhecimento-fotografico-injusto,12 meses atrás,Agência Brasil,0.46418273,0.59372085,0.47940868,True
"‘Medo, frustrado e constrangido', diz homem detido por engano em estádio após erro do sistema de reconhecimento facial",https://g1.globo.com/fantastico/noticia/2024/04/21/medo-frustrado-e-constrangido-diz-homem-detido-por-engano-em-estadio-apos-erro-do-sistema-de-reconhecimento-facial.ghtml,17 meses atrás,G1,0.4190505,0.1877946,0.42797023,True
Inconformidade do reconhecimento facial no contexto das garantias de direitos,https://www.conjur.com.br/2024-out-16/inconformidade-do-reconhecimento-facial-no-contexto-das-garantias-de-direitos/,11 meses atrás,Consultor Jurídico,0.7718471,0.3686896,0.44258058,True
Servidora pública é confundida com foragida da justiça por sistema de reconhecimento facial da polícia do RJ,https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/07/08/mulher-e-confundida-com-foragida-da-justica-por-sistema.ghtml,14 meses atrás,G1,0.49142456,0.2527295,0.41541082,True
"Sem regulação, estados prendem centenas usando biometria facial",https://www.conjur.com.br/2024-mai-17/sem-regulacao-estados-prendem-centenas-utilizando-reconhecimento-facial/,16 meses atrás,Consultor Jurídico,0.57931924,0.20350698,0.19748029,False
"Prisões por reconhecimento facial avançam pelo país, mas erros em série desafiam tecnologia de combate ao crime",https://oglobo.globo.com/brasil/noticia/2024/01/05/prisoes-por-reconhecimento-facial-avancam-pelo-pais-mas-erros-em-serie-desafiam-tecnologia-de-combate-ao-crime.ghtml,21 meses atrás,O Globo,0.49340254,0.29608068,0.5679298,True
Torcedor do Confiança relata ter sido conduzido pela PM por erro de reconhecimento facial; veja vídeo,https://oglobo.globo.com/esportes/noticia/2024/04/15/torcedor-do-confianca-relata-ter-sido-conduzido-pela-pm-por-erro-de-reconhecimento-facial-veja-video.ghtml,17 meses atrás,O Globo,0.6320099,0.25145453,0.33396173,False
Rogério Carvalho critica reconhecimento facial da SSP após mais um jovem negro ser confundido com criminoso,https://horanews.net/rogerio-carvalho-critica-reconhecimento-facial-da-ssp-apos-mais-um-jovem-negro-ser-confundido-com-criminoso/,17 meses atrás,Hora News – Sergipe,0.637285,0.4457584,0.37422478,True
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos/,13 meses atrás,Exame,0.5333557,0.28381783,0.65715665,True
Dia da Consciência Negra: personagens negros que marcaram a História do Brasil,https://www.ihu.unisinos.br/categorias/646182-dia-da-consciencia-negra-personagens-negros-que-marcaram-a-historia-do-brasil,10 meses atrás,Instituto Humanitas Unisinos - IHU,0.31509393,0.7488127,0.5170823,True
Inteligência Artificial do WhatsApp associa crianças negras a armas em novo recurso,https://www.itatiaia.com.br/brasil/2024/06/19/inteligencia-artificial-do-whatsapp-associa-criancas-negras-a-armas-em-novo-recurso,15 meses atrás,Rádio Itatiaia,0.4334162,0.39353818,0.28874138,False
Caminhos da Reportagem conta histórias de pessoas presas injustamente,https://agenciabrasil.ebc.com.br/geral/noticia/2024-05/caminhos-da-reportagem-conta-historias-de-pessoas-presas-injustamente,17 meses atrás,Agência Brasil,0.20850655,0.37313944,0.6097483,False
Jovem é solto após passar um ano na cadeia injustamente,https://oglobo.globo.com/rio/noticia/2024/07/25/jovem-e-solto-apos-passar-um-ano-na-cadeia-injustamente.ghtml,14 meses atrás,O Globo,0.123804316,0.20568436,0.6463578,False
5 dicas para não cair no golpe do falso advogado por Whatsapp,"https://www.terra.com.br/byte/videos/5-dicas-para-nao-cair-no-golpe-do-falso-advogado-por-whatsapp,2f0145ae87355aa4cc5290890dd886b8jmkkrw1f.html",13 meses atrás,Terra,0.16631533,0.1866927,0.4219278,False
"Reconhecimento facial na Vila Belmiro deve gerar economia mensal de R$ 100 mil, projeta Santos",https://terrabrasilnoticias.com/2024/07/reconhecimento-facial-na-vila-belmiro-deve-gerar-economia-mensal-de-r-100-mil-projeta-santos/,15 meses atrás,Terra Brasil Notícias,0.5478729,0.35869083,0.19487078,False
"Tecnologia de reconhecimento facial apresenta viés e imprecisão, aponta estudo do governo dos EUA",https://g1.globo.com/economia/tecnologia/noticia/2019/12/20/tecnologia-de-reconhecimento-facial-apresenta-vies-e-imprecisao-aponta-estudo-do-governo-dos-eua.ghtml,69 meses atrás,G1,0.7780316,0.34547502,0.30076125,False
Reconhecimento facial e a insegurança das pessoas negras,https://almapreta.com.br/sessao/quilombo/reconhecimento-facial-e-a-inseguranca-das-pessoas-negras/,48 meses atrás,Alma Preta Jornalismo,0.64843345,0.7290181,0.58364874,True
Prefeitura do Recife adia discussão sobre implantação de vigilância com reconhecimento facial,https://marcozero.org/prefeitura-do-recife-adia-discussao-sobre-implantacao-de-vigilancia-com-reconhecimento-facial/,46 meses atrás,Marco Zero Conteúdo,0.6253201,0.2916646,0.3073699,False
Pelourinho vai ganhar câmeras de reconhecimento facial; isso é bom ou ruim?,https://www.uol.com.br/tilt/noticias/redacao/2021/03/01/pelourinho-vai-ganhar-cameras-de-reconhecimento-facial-isso-e-bom-ou-ruim.htm,55 meses atrás,UOL,0.5812708,0.29728904,0.2319564,False
A polêmica sobre as câmeras de reconhecimento facial,https://mobilidade.estadao.com.br/inovacao/a-polemica-sobre-as-cameras-de-reconhecimento-facial/,34 meses atrás,Estadão Mobilidade,0.7483752,0.37064618,0.32563767,False
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,42 meses atrás,Brasil de Fato,0.5714905,0.4949031,0.514346,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,44 meses atrás,ResearchGate,0.5564277,0.37348968,0.5509242,True
O reconhecimento facial não resolve os problemas de ordem social,https://www.cartacapital.com.br/blogs/br-cidades/o-reconhecimento-facial-nao-resolve-os-problemas-de-ordem-social/,39 meses atrás,CartaCapital,0.65804034,0.30518836,0.30201367,False
Software de reconhecimento facial ultrapreciso causa preocupação,https://olhardigital.com.br/2022/05/29/seguranca/software-de-reconhecimento-facial-ultrapreciso-causa-preocupacao-e-oferece-teste-a-qualquer-um/,40 meses atrás,Olhar Digital,0.8235718,0.38252714,0.27126306,False
Reconhecimento facial é criticado e até proibido no exterior; veja argumentos a favor e contra,https://www.estadao.com.br/brasil/reconhecimento-facial-e-criticado-e-ate-proibido-no-exterior-veja-argumentos-favoraveis-e-contra/,37 meses atrás,Estadão,0.6337066,0.38387513,0.4853387,True
"Apesar de protestos da sociedade civil, Recife licita tecnologia de reconhecimento facial",https://www.brasildefato.com.br/2022/07/04/apesar-de-protestos-da-sociedade-civil-recife-licita-tecnologia-de-reconhecimento-facial/,39 meses atrás,Brasil de Fato,0.5795181,0.28651762,0.26425105,False
Futuro Indicativo | Prefeito de SP vende reconhecimento facial como solução mágica,https://www.poder360.com.br/futuro-indicativo/prefeito-de-sp-vende-reconhecimento-facial-como-solucao-magica/,25 meses atrás,Poder360,0.81384635,0.39952043,0.32530463,False
Erro em reconhecimento facial constrange psicóloga em conferência,https://defensoria.rj.def.br/noticia/detalhes/29955-Erro-em-reconhecimento-facial-constrange-psicologa-em-conferencia,14 meses atrás,Defensoria Pública do Rio de Janeiro,0.6803212,0.3339712,0.4152112,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,13 meses atrás,Brasil de Fato,0.69752336,0.32764405,0.5187399,True
Erros em série expõem fragilidade do reconhecimento facial como ferramenta de combate ao crime,https://www.cartacapital.com.br/tecnologia/erros-em-serie-expoem-fragilidade-do-reconhecimento-facial-como-ferramenta-de-combate-ao-crime/,17 meses atrás,CartaCapital,0.61033595,0.2723658,0.47618926,True
Especialistas alertam para o risco de racismo no uso de reconhecimento facial durante o carnaval,https://marcozero.org/especialistas-alertam-para-o-risco-de-racismo-no-uso-de-reconhecimento-facial-durante-o-carnaval/,20 meses atrás,Marco Zero Conteúdo,0.6471821,0.4657126,0.4641776,True
Áreas de sombra são entrave em reconhecimento facial no Rio; sistema ganha proposta de ampliação,https://oglobo.globo.com/rio/noticia/2024/06/07/sistema-de-reconhecimento-facial-no-rio-ganha-proposta-de-ampliacao.ghtml,16 meses atrás,O Globo,0.640591,0.4152816,0.22916931,True
"Com técnica de reconhecimento facial, acusado de matar publicitária em Natal é preso 21 anos após o crime",https://g1.globo.com/rn/rio-grande-do-norte/noticia/2018/10/11/com-tecnica-de-reconhecimento-facial-acusado-de-matar-publicitaria-em-natal-e-preso-21-anos-apos-o-crime.ghtml,83 meses atrás,G1,0.4233213,0.12211819,0.35539228,False
"Vinte anos após crime, acusado de matar publicitária é preso no Rio",https://oglobo.globo.com/rio/vinte-anos-apos-crime-acusado-de-matar-publicitaria-preso-no-rio-23147538,83 meses atrás,O Globo,0.13093744,0.345044,0.37455922,False
Inteligência artificial: Por que as tecnologias de reconhecimento facial são tão contestadas,https://www.bbc.com/portuguese/geral-48889883,75 meses atrás,BBC,0.75321597,0.2946695,0.25846094,False
Reino Unido usa reconhecimento facial ‘racista’ em passaportes,https://olhardigital.com.br/2019/10/10/noticias/reino-unido-usa-reconhecimento-facial-racista-em-passaportes/,71 meses atrás,Olhar Digital,0.55976677,0.4502834,0.53291035,True
"Além de envelhecer, FaceApp embranquece rostos negros","https://www.estadao.com.br/infograficos/link,alem-de-envelhecer-faceapp-embranquece-rostos-negros,1018384",74 meses atrás,Estadão,0.7216171,0.6625914,0.3590376,True
"Racismo velado? Além de envelhecer, FaceApp embranquece rostos negros",https://vermelho.org.br/2019/08/04/racismo-velado-alem-de-envelhecer-faceapp-embranquece-rostos-negros/,74 meses atrás,Vermelho,0.6737648,0.7064254,0.6066948,True
De novo: reconhecimento facial incrimina erroneamente pessoas negras,https://olhardigital.com.br/2020/09/05/noticias/de-novo-reconhecimento-facial-incrimina-erroneamente-pessoas-negras/,61 meses atrás,Olhar Digital,0.70636755,0.681996,0.5838323,True
Empresas abandonam reconhecimento facial por identificações equivocadas,https://veja.abril.com.br/tecnologia/empresas-abandonam-reconhecimento-facial-por-identificacoes-equivocadas/,63 meses atrás,VEJA,0.66039765,0.30869877,0.25988027,False
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,63 meses atrás,UOL,0.6081041,0.55847853,0.46791276,True
Relatório revela 58 acusados injustamente identificados por engano,https://www.defensoria.rj.def.br/noticia/detalhes/10660-Relatorio-revela-58-acusados-injustamente-identificados-por-engano,60 meses atrás,Defensoria Pública do Rio de Janeiro,0.14223312,0.18543321,0.4503054,False
